ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,Amount,CREATEDDATE,Category,Close_Date,DAYSSINCELASTACTIVITY,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,LastProcessedDate,OWNERID,Opportunity_Age,Opportunity_GoldenId,Opportunity_Name,Opportunity_Owner,PROBABILITY,STAGESORTORDER,Stage_Name
Preferred,0015f00000FJXpiAAH,Mass Market,Dr. Kathlene Beahan,481100,2022-03-21 00:00:00,Residential,2022-06-29 00:00:00,545,Omitted,0065f0000089iNOAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,220,006Dm000003RqgcIAC,Dr. Kathlene Beahan - Mortgage - 481100,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXoxAAH,Millennials,Wilfredo Ernser,473500,2022-03-01 00:00:00,Residential,2022-06-29 00:00:00,943,Commit,0065f0000089iIvAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,287,006Dm000003RqgcIAC,Wilfredo Ernser - Mortgage - 473500,Brenda Banker,0.83,4,4. Underwriting
Regular,0015f00000FJXpaAAH,Affluent Professionals,Ronald Rosenbaum,342200,2022-03-11 00:00:00,Residential,2022-06-29 00:00:00,253,Commit,0065f0000089iG1AAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxdAAA,308,006Dm000003RqgcIAC,Ronald Rosenbaum - Mortgage - 342200,Chelsea Advisor,0.8,4,4. Underwriting
Preferred,0015f00000FJXqnAAH,Millennials,Benjamin Kozey,422700,2022-03-22 00:00:00,Residential,2022-06-30 00:00:00,576,Omitted,0065f0000089iHiAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,332,006Dm000003RqgcIAC,Benjamin Kozey - Mortgage - 422700,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJYNYAA5,Affluent Professionals,Jonas Nolan IV,79600,2022-03-12 00:00:00,Home Equity,2022-06-30 00:00:00,746,Commit,0065f0000089iJNAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f000005glsHAAQ,286,006Dm000003RqgcIAC,Jonas Nolan IV - Loan - 24800,Brenda Banker,0.7,4,3. Credit Review
Preferred,0015f00000FJXpVAAX,Mass Market,Rosalyn Wolff,271600,2022-04-02 00:00:00,Residential,2022-07-01 00:00:00,347,Closed,0065f0000089iGdAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxlAAA,201,006Dm000003RqgcIAC,Rosalyn Wolff - Mortgage - 271600,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXqmAAH,High Net Worth Families,Yulanda Jakubowski IV,115200,2022-04-02 00:00:00,Home Equity,2022-07-01 00:00:00,821,Omitted,0065f0000089iHcAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,300,006Dm000003RqgcIAC,Yulanda Jakubowski IV - Loan - 19700,Allen Advisor,0.66,2,3. Credit Review
Regular,0015f00000FJXpcAAH,High Net Worth Families,Bradford Dach Sr.,93900,2022-03-14 00:00:00,Home Equity,2022-07-02 00:00:00,360,Commit,0065f0000089iGGAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,236,006Dm000003RqgcIAC,Bradford Dach Sr. - Loan - 22600,Brenda Banker,0.78,4,4. Underwriting
Preferred,0015f00000FJXpVAAX,Millennials,Fausto Erdman,211000,2022-03-04 00:00:00,Residential,2022-07-02 00:00:00,891,Omitted,0065f0000089iE3AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,202,006Dm000003RqgcIAC,Fausto Erdman - Mortgage - 211000,Chelsea Advisor,0.59,2,3. Credit Review
Regular,0015f00000FJXpRAAX,Mass Market,Ms. Lanny Parker,304500,2022-03-27 00:00:00,Residential,2022-07-05 00:00:00,711,Best Case,0065f0000089iHyAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,319,006Dm000003RqgcIAC,Ms. Lanny Parker - Mortgage - 304500,Brenda Banker,0.44,1,3. Credit Review
Preferred,0015f00000FJXpLAAX,Millennials,Filomena Schaden,158100,2022-03-08 00:00:00,Residential,2022-07-06 00:00:00,785,Best Case,0065f0000089iEEAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,315,006Dm000003RqgcIAC,Filomena Schaden - Mortgage - 158100,Chelsea Advisor,0.53,1,1. Doc Prep
Preferred,0015f00000FJXr7AAH,Millennials,Jude Kutch,199800,2022-03-19 00:00:00,Residential,2022-07-07 00:00:00,388,Omitted,0065f0000089iH0AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,201,006Dm000003RqgcIAC,Jude Kutch - Mortgage - 199800,Brenda Banker,,6,6. Closed Lost
Regular,0015f00000FJXpKAAX,Millennials,Nikole Leannon,418200,2022-03-09 00:00:00,Residential,2022-07-07 00:00:00,656,Omitted,0065f0000089iNXAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jzcAAA,356,006Dm000003RqgcIAC,Nikole Leannon - Mortgage - 418200,Chelsea Advisor,,6,6. Closed Lost
Regular,0015f00000FJXr8AAH,Affluent Professionals,Ms. Antoine Paucek,473900,2022-03-19 00:00:00,Residential,2022-07-07 00:00:00,234,Best Case,0065f000002PL8dAAG,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jyJAAQ,247,006Dm000003RqgcIAC,Ms. Antoine Paucek - Mortgage - 473900,Allen Advisor,0.64,2,2. Qualification
Regular,0015f00000FJXouAAH,Mass Market,Lucinda Frami,125100,2022-03-31 00:00:00,Home Equity,2022-07-09 00:00:00,373,Best Case,0065f0000089iF9AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,232,006Dm000003RqgcIAC,Lucinda Frami - Loan - 13600,Brenda Banker,0.59,1,1. Doc Prep
Preferred,0015f00000FJXqpAAH,Millennials,Prince Collins,222300,2022-03-24 00:00:00,Residential,2022-07-12 00:00:00,560,Closed,0065f0000089iCuAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxVAAQ,288,006Dm000003RqgcIAC,Prince Collins - Mortgage - 222300,Mark Garet,1,5,5. Closed Won
Preferred,0015f00000FJXqoAAH,Mass Market,Ned Gleichner,233900,2022-03-24 00:00:00,Residential,2022-07-12 00:00:00,386,Omitted,0065f0000089iHlAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,272,006Dm000003RqgcIAC,Ned Gleichner - Mortgage - 233900,Chelsea Advisor,,6,6. Closed Lost
Regular,0015f00000FJYKVAA5,Affluent Professionals,Shari Mraz,379400,2022-03-16 00:00:00,Residential,2022-07-14 00:00:00,830,Closed,0065f0000089iJCAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,309,006Dm000003RqgcIAC,Shari Mraz - Mortgage - 379400,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpLAAX,Retired,Leonard Paucek DDS,197600,2022-04-05 00:00:00,Residential,2022-07-14 00:00:00,355,Omitted,0065f0000089iEEAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxdAAA,201,006Dm000003RqgcIAC,Leonard Paucek DDS - Mortgage - 197600,Allen Advisor,0.62,2,3. Credit Review
Preferred,0015f00000FJXqaAAH,Retired,Mrs. Judi Cremin,348800,2022-03-28 00:00:00,Residential,2022-07-16 00:00:00,227,Best Case,0065f0000089iH4AAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,283,006Dm000003RqgcIAC,Mrs. Judi Cremin - Mortgage - 348800,Chelsea Advisor,0.7,4,4. Underwriting
Regular,0015f00000FJXqiAAH,Mass Market,Vincenza Stokes,394800,2022-03-29 00:00:00,Residential,2022-07-17 00:00:00,832,Best Case,0065f0000089iHVAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,250,006Dm000003RqgcIAC,Vincenza Stokes - Mortgage - 394800,Mark Garet,0.44,1,1. Doc Prep
Regular,0015f00000FJXozAAH,Affluent Professionals,Alphonso McCullough,114600,2022-03-22 00:00:00,Home Equity,2022-07-20 00:00:00,750,Omitted,0065f0000089iDHAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,226,006Dm000003RqgcIAC,Alphonso McCullough - Loan - 5200,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXrEAAX,High Net Worth Families,Maryjo Moore PhD,375000,2022-04-13 00:00:00,Residential,2022-07-22 00:00:00,819,Best Case,0065f0000089iGzAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,378,006Dm000003RqgcIAC,Maryjo Moore PhD - Mortgage - 375000,Brenda Banker,0.53,1,1. Doc Prep
Preferred,0015f00000FJXpSAAX,Mass Market,Dr. Chanda Runolfsdottir,130300,2022-04-14 00:00:00,Home Equity,2022-07-23 00:00:00,296,Closed,0065f0000089iDUAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxZAAQ,302,006Dm000003RqgcIAC,Dr. Chanda Runolfsdottir - Loan - 9900,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXpKAAX,Retired,Sol Cormier,451200,2022-03-25 00:00:00,Residential,2022-07-23 00:00:00,307,Omitted,0065f0000089iNNAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jzcAAA,271,006Dm000003RqgcIAC,Sol Cormier - Mortgage - 451200,Chelsea Advisor,,6,6. Closed Lost
Regular,0015f00000FJXotAAH,Millennials,Carmel Johns,130700,2022-04-15 00:00:00,Home Equity,2022-07-24 00:00:00,261,Best Case,0065f0000089iIxAAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,272,006Dm000003RqgcIAC,Carmel Johns - Loan - 9100,Brenda Banker,0.92,3,3. Credit Review
Preferred,0015f00000FJXr2AAH,Retired,Raymon Von,31100,2022-04-16 00:00:00,Home Equity,2022-07-25 00:00:00,380,Closed,0065f0000089iGvAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,222,006Dm000003RqgcIAC,Raymon Von - Loan - 14900,Allen Advisor,0.58,2,2. Qualification
Preferred,0015f00000FJXrCAAX,Retired,Jesica Brown,132900,2022-03-28 00:00:00,Home Equity,2022-07-26 00:00:00,235,Best Case,0065f0000089iGuAAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,268,006Dm000003RqgcIAC,Jesica Brown - Loan - 5800,Chelsea Advisor,0.85,4,4. Underwriting
Regular,0015f00000FJXpVAAX,Affluent Professionals,Mrs. Richie Huel,56200,2022-04-28 00:00:00,Home Equity,2022-07-27 00:00:00,499,Closed,0065f0000089iHvAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxlAAA,298,006Dm000003RqgcIAC,Mrs. Richie Huel - Loan - 20100,Mark Garet,1,5,5. Closed Won
Regular,0015f00000FJXovAAH,Millennials,Norah Willms MD,421600,2022-04-10 00:00:00,Residential,2022-07-29 00:00:00,448,Omitted,0065f0000089iJzAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxgAAA,304,006Dm000003RqgcIAC,Norah Willms MD - Mortgage - 421600,Chelsea Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpWAAX,Affluent Professionals,Felisa Schmitt,151300,2022-04-20 00:00:00,Residential,2022-07-29 00:00:00,475,Omitted,0065f0000089iEzAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxZAAQ,209,006Dm000003RqgcIAC,Felisa Schmitt - Mortgage - 151300,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXrBAAX,Affluent Professionals,Domingo Von V,171900,2022-04-21 00:00:00,Residential,2022-07-30 00:00:00,846,Best Case,0065f0000089iHhAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,308,006Dm000003RqgcIAC,Domingo Von V - Mortgage - 171900,Brenda Banker,0.4,1,1. Doc Prep
Preferred,0015f00000FJXqoAAH,Mass Market,Griselda Daniel Sr.,324000,2022-04-03 00:00:00,Residential,2022-08-01 00:00:00,286,Omitted,0065f0000089iHlAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,254,006Dm000003RqgcIAC,Griselda Daniel Sr. - Mortgage - 324000,Brenda Banker,,6,6. Closed Lost
Regular,0015f00000FJXqFAAX,Mass Market,Abigail Heathcote I,106300,2022-04-14 00:00:00,Home Equity,2022-08-02 00:00:00,241,Best Case,0065f0000089iHDAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,256,006Dm000003RqgcIAC,Abigail Heathcote I - Loan - 23700,Brenda Banker,0.44,1,1. Doc Prep
Preferred,0015f00000FJXpeAAH,Affluent Professionals,Troy Bogisich,282300,2022-04-25 00:00:00,Residential,2022-08-03 00:00:00,668,Best Case,0065f0000089iISAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxjAAA,236,006Dm000003RqgcIAC,Troy Bogisich - Mortgage - 282300,Allen Advisor,0.65,1,3. Credit Review
Regular,0015f00000FJXqgAAH,Retired,Miles Wisoky,60000,2022-04-08 00:00:00,Home Equity,2022-08-06 00:00:00,327,Best Case,0065f0000089iHWAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,314,006Dm000003RqgcIAC,Miles Wisoky - Loan - 23700,Allen Advisor,0.54,1,1. Doc Prep
Preferred,0015f00000FJYKSAA5,Affluent Professionals,Josh Tremblay,308300,2022-04-29 00:00:00,Residential,2022-08-07 00:00:00,779,Best Case,0065f0000089iNMAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,276,006Dm000003RqgcIAC,Josh Tremblay - Mortgage - 308300,Allen Advisor,0.47,1,1. Doc Prep
Preferred,0015f00000FJYKSAA5,High Net Worth Families,Mr. Billie Bergnaum,352100,2022-04-09 00:00:00,Residential,2022-08-07 00:00:00,904,Closed,0065f0000089iNMAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxYAAQ,263,006Dm000003RqgcIAC,Mr. Billie Bergnaum - Mortgage - 352100,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpVAAX,Retired,Mrs. Roosevelt Stark,227900,2022-05-01 00:00:00,Residential,2022-08-09 00:00:00,659,Best Case,0065f0000089iGcAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxfAAA,312,006Dm000003RqgcIAC,Mrs. Roosevelt Stark - Mortgage - 227900,Allen Advisor,0.57,1,1. Doc Prep
Regular,0015f00000FJXpcAAH,Retired,Teodoro Tremblay,121300,2022-04-24 00:00:00,Home Equity,2022-08-12 00:00:00,262,Best Case,0065f0000089iGGAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,292,006Dm000003RqgcIAC,Teodoro Tremblay - Loan - 21900,Allen Advisor,0.41,1,1. Doc Prep
Preferred,0015f00000FJXpeAAH,Retired,Eleonore Harber,358500,2022-04-14 00:00:00,Residential,2022-08-12 00:00:00,879,Omitted,0065f0000089iI7AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxjAAA,292,006Dm000003RqgcIAC,Eleonore Harber - Mortgage - 358500,Allen Advisor,0.9,2,3. Credit Review
Regular,0015f00000FJXpZAAX,Affluent Professionals,Leonida Renner,192300,2022-04-14 00:00:00,Residential,2022-08-12 00:00:00,228,Commit,0065f0000089iHPAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxjAAA,235,006Dm000003RqgcIAC,Leonida Renner - Mortgage - 192300,Chelsea Advisor,0.53,1,1. Doc Prep
Preferred,0015f00000FJXpXAAX,Affluent Professionals,Mr. Dave Hudson,93000,2022-05-05 00:00:00,Home Equity,2022-08-13 00:00:00,307,Closed,0065f0000089iFGAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,243,006Dm000003RqgcIAC,Mr. Dave Hudson - Loan - 12800,Chelsea Advisor,0.68,2,2. Qualification
Preferred,0015f00000FJXqwAAH,Millennials,Colene Conroy DDS,330400,2022-04-27 00:00:00,Residential,2022-08-15 00:00:00,300,Closed,0065f000002PL8SAAW,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jyJAAQ,282,006Dm000003RqgcIAC,Colene Conroy DDS - Mortgage - 330400,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXphAAH,High Net Worth Families,Marsha Turner,235800,2022-05-08 00:00:00,Residential,2022-08-16 00:00:00,835,Omitted,0065f0000089iGkAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxXAAQ,316,006Dm000003RqgcIAC,Marsha Turner - Mortgage - 235800,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpQAAX,Millennials,Flo O'Connell,87200,2022-04-29 00:00:00,Home Equity,2022-08-17 00:00:00,878,Omitted,0065f0000089iIPAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,204,006Dm000003RqgcIAC,Flo O'Connell - Loan - 12300,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXqxAAH,Mass Market,Maye Larkin Jr.,169100,2022-04-29 00:00:00,Residential,2022-08-17 00:00:00,494,Closed,0065f0000089iHaAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,368,006Dm000003RqgcIAC,Maye Larkin Jr. - Mortgage - 169100,Allen Advisor,0.58,2,2. Qualification
Preferred,0015f00000FJXpMAAX,Retired,Vernia Christiansen I,102100,2022-04-20 00:00:00,Home Equity,2022-08-18 00:00:00,913,Closed,0065f0000089iGKAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxZAAQ,282,006Dm000003RqgcIAC,Vernia Christiansen I - Loan - 12700,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpWAAX,Mass Market,Billy Zemlak,380600,2022-05-12 00:00:00,Residential,2022-08-20 00:00:00,682,Closed,0065f0000089iDRAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxZAAQ,309,006Dm000003RqgcIAC,Billy Zemlak - Mortgage - 380600,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXqPAAX,Millennials,Hanna Spinka,463100,2022-05-22 00:00:00,Residential,2022-08-20 00:00:00,610,Commit,0065f0000089iGnAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,340,006Dm000003RqgcIAC,Hanna Spinka - Mortgage - 463100,Brenda Banker,0.93,4,4. Underwriting
Regular,0015f00000FJXpVAAX,Millennials,Anthony Farrell,143600,2022-05-02 00:00:00,Home Equity,2022-08-20 00:00:00,401,Best Case,0065f0000089iHvAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,362,006Dm000003RqgcIAC,Anthony Farrell - Loan - 20200,Allen Advisor,0.42,1,1. Doc Prep
Preferred,0015f00000FJYKRAA5,Affluent Professionals,Charolette Little,83200,2022-05-04 00:00:00,Home Equity,2022-08-22 00:00:00,752,Closed,0065f0000089iGDAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxdAAA,358,006Dm000003RqgcIAC,Charolette Little - Loan - 9200,Brenda Banker,0.64,2,2. Qualification
Preferred,0015f00000FJXogAAH,Mass Market,Courtney Jast,118700,2022-04-25 00:00:00,Home Equity,2022-08-23 00:00:00,614,Commit,0065f0000089iJoAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,272,006Dm000003RqgcIAC,Courtney Jast - Loan - 19500,Chelsea Advisor,0.91,4,4. Underwriting
Preferred,0015f00000FJYKWAA5,Retired,Fabian Schowalter,337100,2022-05-18 00:00:00,Residential,2022-08-26 00:00:00,387,Omitted,0065f0000089iFmAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxdAAA,232,006Dm000003RqgcIAC,Fabian Schowalter - Mortgage - 337100,Brenda Banker,,6,6. Closed Lost
Preferred,0015f00000FJXqQAAX,Mass Market,Candis Hills,159900,2022-04-30 00:00:00,Residential,2022-08-28 00:00:00,612,Omitted,0065f000002PL8MAAW,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jziAAA,202,006Dm000003RqgcIAC,Candis Hills - Mortgage - 159900,Brenda Banker,0.59,2,3. Credit Review
Regular,0015f00000FJXqfAAH,Retired,Vern Huel,396100,2022-05-01 00:00:00,Residential,2022-08-29 00:00:00,811,Closed,0065f000002PL8gAAG,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jziAAA,367,006Dm000003RqgcIAC,Vern Huel - Mortgage - 396100,Brenda Banker,1,5,5. Closed Won
Regular,0015f00000FJXphAAH,Retired,Cassey O'Conner,253500,2022-05-23 00:00:00,Residential,2022-08-31 00:00:00,562,Commit,0065f0000089iHBAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxXAAQ,224,006Dm000003RqgcIAC,Cassey O'Conner - Mortgage - 253500,Allen Advisor,0.77,4,4. Underwriting
Regular,0015f00000FJXphAAH,Millennials,Cheryl Erdman,139100,2022-05-05 00:00:00,Home Equity,2022-09-02 00:00:00,244,Commit,0065f0000089iGkAAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,380,006Dm000003RqgcIAC,Cheryl Erdman - Loan - 9200,Allen Advisor,0.91,4,4. Underwriting
Regular,0015f00000FJXpKAAX,Mass Market,Mrs. Kenton Collins,45500,2022-05-26 00:00:00,Home Equity,2022-09-03 00:00:00,916,Omitted,0065f0000089iNXAAY,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,374,006Dm000003RqgcIAC,Mrs. Kenton Collins - Loan - 15000,Mark Garet,,6,6. Closed Lost
Preferred,0015f00000FJXpeAAH,Millennials,Mireille Cummings,185200,2022-05-06 00:00:00,Residential,2022-09-03 00:00:00,823,Commit,0065f0000089iISAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,311,006Dm000003RqgcIAC,Mireille Cummings - Mortgage - 185200,Allen Advisor,0.75,4,4. Underwriting
Regular,0015f00000FJXr7AAH,High Net Worth Families,Clifton Balistreri,85000,2022-05-08 00:00:00,Home Equity,2022-09-05 00:00:00,261,Best Case,0065f0000089iH0AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,227,006Dm000003RqgcIAC,Clifton Balistreri - Loan - 5600,Brenda Banker,0.56,1,1. Doc Prep
Preferred,0015f00000FJXqEAAX,Millennials,Myrle Satterfield,36700,2022-05-09 00:00:00,Home Equity,2022-09-06 00:00:00,328,Commit,0065f0000089iHjAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,226,006Dm000003RqgcIAC,Myrle Satterfield - Loan - 20300,Chelsea Advisor,0.86,4,4. Underwriting
Regular,0015f00000FJXovAAH,Millennials,Kenneth Tillman II,186900,2022-05-10 00:00:00,Residential,2022-09-07 00:00:00,378,Best Case,0065f0000089iJsAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxgAAA,208,006Dm000003RqgcIAC,Kenneth Tillman II - Mortgage - 186900,Allen Advisor,0.44,1,1. Doc Prep
Regular,0015f00000FJXrGAAX,Mass Market,Ima Rau,243400,2022-05-20 00:00:00,Residential,2022-09-07 00:00:00,797,Omitted,0065f0000089iH1AAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,300,006Dm000003RqgcIAC,Ima Rau - Mortgage - 243400,Allen Advisor,,6,6. Closed Lost
Preferred,0015f00000FJXpKAAX,Millennials,Sharee Daugherty I,59100,2022-05-12 00:00:00,Home Equity,2022-09-09 00:00:00,642,Best Case,0065f000002PL7qAAG,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,325,006Dm000003RqgcIAC,Sharee Daugherty I - Loan - 15800,Allen Advisor,0.43,1,1. Doc Prep
Preferred,0015f00000FJXpiAAH,Mass Market,Ron Boehm,99300,2022-05-23 00:00:00,Home Equity,2022-09-10 00:00:00,358,Commit,0065f000002PL7wAAG,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074k3tAAA,387,006Dm000003RqgcIAC,Ron Boehm - Loan - 17100,Mark Garet,0.8,4,3. Credit Review
Regular,0015f00000FJXr6AAH,Millennials,Denver Hoeger DDS,482000,2022-06-04 00:00:00,Residential,2022-09-12 00:00:00,388,Pipeline,0065f0000089iJDAAY,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,389,006Dm000003RqgcIAC,Denver Hoeger DDS - Mortgage - 482000,Allen Advisor,0.62,2,2. Qualification
Preferred,0015f00000FJXqXAAX,High Net Worth Families,Melda Yost,148000,2022-05-26 00:00:00,Home Equity,2022-09-13 00:00:00,883,Best Case,0065f0000089iHgAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,325,006Dm000003RqgcIAC,Melda Yost - Loan - 15600,Mark Garet,0.44,1,1. Doc Prep
Preferred,0015f00000FJXotAAH,Mass Market,Paz Stiedemann,457300,2022-05-17 00:00:00,Residential,2022-09-14 00:00:00,334,Closed,0065f0000089iItAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxeAAA,308,006Dm000003RqgcIAC,Paz Stiedemann - Mortgage - 457300,Mark Garet,1,5,5. Closed Won
Preferred,0015f00000FJYKRAA5,Retired,Len Berge,440200,2022-05-31 00:00:00,Residential,2022-09-18 00:00:00,852,Closed,0065f0000089iGDAAY,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxYAAQ,235,006Dm000003RqgcIAC,Len Berge - Mortgage - 440200,Mark Garet,0.66,2,2. Qualification
Preferred,0015f00000FJXqUAAX,Affluent Professionals,Fredric Kihn,30000,2022-05-23 00:00:00,Home Equity,2022-09-20 00:00:00,760,Closed,0065f0000089iGoAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,234,006Dm000003RqgcIAC,Fredric Kihn - Loan - 14400,Chelsea Advisor,1,5,5. Closed Won
Regular,0015f00000FJXqHAAX,Affluent Professionals,Elden Monahan,109100,2022-06-12 00:00:00,Home Equity,2022-09-20 00:00:00,220,Best Case,0065f0000089iHbAAI,FALSE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,248,006Dm000003RqgcIAC,Elden Monahan - Loan - 21300,Brenda Banker,0.85,3,3. Credit Review
Preferred,0015f00000FJXqkAAH,Retired,Ms. Shantelle Wisozk,210100,2022-06-13 00:00:00,Residential,2022-09-21 00:00:00,589,Commit,0065f0000089iHkAAI,TRUE,TRUE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,309,006Dm000003RqgcIAC,Ms. Shantelle Wisozk - Mortgage - 210100,Brenda Banker,0.73,4,4. Underwriting
Regular,0015f00000FJXqLAAX,Mass Market,Rosio Lueilwitz II,427800,2022-06-04 00:00:00,Residential,2022-09-22 00:00:00,317,Closed,0065f0000089iGlAAI,TRUE,FALSE,Referral,2022-09-05 00:00:00,0055f0000074jxcAAA,232,006Dm000003RqgcIAC,Rosio Lueilwitz II - Mortgage - 427800,Allen Advisor,1,5,5. Closed Won
