ConvertedOppAmount,CreatedDate,IsConverted,LastProcessedDate,LeadActivities,LeadSource,Name,Owner,Owner_Name,Owner_SmallPhotoUrl,Rating,Status
,2022-11-06,FALSE,2023-11-29,7,Employee Referral,Jessi Woolford,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-01,FALSE,2023-11-29,7,Advertisement,Madalyn Polgreen,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
,2022-10-16,TRUE,2023-11-29,17,Employee Referral,Gayelord Battin,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Working
15000,2022-10-23,FALSE,2023-11-29,5,Other,Jacky Prati,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
125000,2022-11-02,FALSE,2023-11-29,25,Other,Thoma Di Domenico,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
17500,2022-11-04,FALSE,2023-11-29,5,Other,Tobit Godber,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-22,FALSE,2023-11-29,9,Advertisement,Madeleine Sellner,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-19,TRUE,2023-11-29,11,Other,Gaynor McCrory,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-10-30,FALSE,2023-11-29,10,Trade Show,Archibaldo McInnerny,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-07,FALSE,2023-11-29,22,Purchased List,Ambrose Dabell,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,New
63800,2022-10-27,FALSE,2023-11-29,23,Employee Referral,Dede Connors,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working
,2022-10-18,TRUE,2023-11-29,5,Employee Referral,Welles,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
77700,2022-10-29,FALSE,2023-11-29,9,Other,Carly Affleck,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-08,FALSE,2023-11-29,6,Advertisement,Darlene Deards,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working  - Contacted
37000,2022-11-05,TRUE,2023-11-29,6,Other,Isabelle Dmitrichenko,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-21,FALSE,2023-11-29,6,Other,Anderson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-17,FALSE,2023-11-29,9,Employee Referral,Andros Hanford,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,New
,2022-10-29,FALSE,2023-11-29,19,Other,Starla Sissel,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-23,FALSE,2023-11-29,14,Advertisement,Rahal Ericsson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-10,TRUE,2023-11-29,18,Purchased List,Raye Marriner,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-15,FALSE,2023-11-29,24,Other,Beckham,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-11-06,FALSE,2023-11-29,10,Employee Referral,Milicent Sandeman,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
15500,2022-10-22,TRUE,2023-11-29,20,Employee Referral,Erina Desouza,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-11-01,FALSE,2023-11-29,17,Advertisement,Ardra Docharty,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
35000,2022-10-16,FALSE,2023-11-29,24,Other,Olenka Pasfield,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
15000,2022-11-02,FALSE,2023-11-29,13,Trade Show,Presley,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Nurturing - Contacted
,2022-11-09,FALSE,2023-11-29,8,Employee Referral,Tedmund McBryde,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-28,TRUE,2023-11-29,16,Purchased List,Valentino Saward,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-20,FALSE,2023-11-29,10,Other,Menard Biddy,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,New
,2022-11-04,FALSE,2023-11-29,8,Advertisement,Danita Hubbart,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-26,TRUE,2023-11-29,18,Other,Drucill Leinster,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
22000,2022-11-01,FALSE,2023-11-29,14,Other,Aurea Rottery,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-10-21,FALSE,2023-11-29,13,Employee Referral,Jessie Constant,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-11-10,FALSE,2023-11-29,14,Employee Referral,Karlen Fairbrace,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-10-15,TRUE,2023-11-29,7,Advertisement,Lev Hellewell,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-29,FALSE,2023-11-29,5,Other,Jorge Sizey,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
79000,2022-10-21,FALSE,2023-11-29,9,Purchased List,Suess,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-11-10,FALSE,2023-11-29,7,Other,Doe Scraggs,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-25,TRUE,2023-11-29,6,Employee Referral,Caitlin Marder,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Converted
53300,2022-10-20,FALSE,2023-11-29,7,Other,Dagny Mor,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-10-31,FALSE,2023-11-29,7,Employee Referral,Jobye Grunnill,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-11-07,FALSE,2023-11-29,15,Advertisement,Lemuel Goulder,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-29,TRUE,2023-11-29,10,Other,Pippo Bosche,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-24,FALSE,2023-11-29,14,Trade Show,Jeane Duignan,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-18,FALSE,2023-11-29,5,Other,Gelya Sharphurst,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
30000,2022-11-05,FALSE,2023-11-29,15,Employee Referral,Lennon,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Nurturing
,2022-10-14,TRUE,2023-11-29,14,Purchased List,Joseito Zanetti,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
,2022-10-29,FALSE,2023-11-29,6,Other,Genia Tubritt,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
,2022-10-25,FALSE,2023-11-29,11,Other,Garnet Perl,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
46000,2022-11-10,FALSE,2023-11-29,15,Advertisement,Dania Lycett,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-11-02,TRUE,2023-11-29,5,Other,Hitchcock,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-16,FALSE,2023-11-29,11,Advertisement,Myrna Beckensall,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working  - Contacted
,2022-11-06,FALSE,2023-11-29,23,Employee Referral,Carolyne Liebrecht,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-30,FALSE,2023-11-29,15,Other,Marcelo Clendening,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-10-26,TRUE,2023-11-29,7,Employee Referral,Joly Guppy,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-25,FALSE,2023-11-29,10,Other,Perice Bellino,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
,2022-10-16,FALSE,2023-11-29,7,Employee Referral,Sibella Trevethan,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
28000,2022-11-09,FALSE,2023-11-29,17,Advertisement,Raddie Gouldthorp,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-10-22,TRUE,2023-11-29,22,Other,Louise Armell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-11-07,FALSE,2023-11-29,15,Employee Referral,Ruthie Marvell,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-10-16,FALSE,2023-11-29,12,Trade Show,Sonya Swadling,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-28,FALSE,2023-11-29,17,Other,Meier Drought,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working
,2022-11-03,FALSE,2023-11-29,16,Purchased List,Monroe,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
141000,2022-10-27,TRUE,2023-11-29,9,Employee Referral,Shelton Gresswell,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working  - Contacted
12000,2022-10-20,FALSE,2023-11-29,12,Other,Chaddie Bwye,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-01,FALSE,2023-11-29,20,Other,Twain,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-11-05,FALSE,2023-11-29,25,Advertisement,Streep,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Nurturing - Contacted
,2022-11-07,TRUE,2023-11-29,6,Employee Referral,Clinton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-10-25,FALSE,2023-11-29,14,Advertisement,George Parker,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-11-02,FALSE,2023-11-29,8,Other,Reynolds Hodgon,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-19,FALSE,2023-11-29,5,Purchased List,Darrelle Goad,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
,2022-11-06,TRUE,2023-11-29,21,Employee Referral,Andrej Janning,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
16500,2022-10-24,FALSE,2023-11-29,14,Other,Salomo Keaveney,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Converted
47000,2022-10-31,FALSE,2023-11-29,12,Other,Haily Elt,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-05,TRUE,2023-11-29,6,Trade Show,Liuka Pickburn,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing - Contacted
18500,2022-10-18,FALSE,2023-11-29,11,Employee Referral,Jarad Uccello,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working
33000,2022-10-26,FALSE,2023-11-29,12,Advertisement,Burty Franzewitch,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,New
75000,2022-11-02,FALSE,2023-11-29,10,Other,Harley Werrit,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-14,FALSE,2023-11-29,23,Other,Caty Lindgren,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
31000,2022-11-07,TRUE,2023-11-29,13,Purchased List,Godiva Arkil,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-21,FALSE,2023-11-29,10,Advertisement,Cowell,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
,2022-11-02,FALSE,2023-11-29,13,Employee Referral,Lamar Tingle,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
81300,2022-11-06,TRUE,2023-11-29,12,Other,Shir Carneck,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing - Contacted
,2022-10-20,FALSE,2023-11-29,11,Other,Emmy Mc Elory,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-03,FALSE,2023-11-29,9,Employee Referral,Cecilia Adshad,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-10,FALSE,2023-11-29,11,Employee Referral,Phaedra Childers,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
69300,2022-10-25,TRUE,2023-11-29,5,Other,Caresa Sheere,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,New
,2022-10-18,FALSE,2023-11-29,12,Advertisement,Derby Neesam,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-25,FALSE,2023-11-29,19,Purchased List,Farrell Maldin,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Nurturing
,2022-11-09,FALSE,2023-11-29,9,Other,Brynn Mattiazzo,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
65900,2022-10-28,FALSE,2023-11-29,8,Trade Show,Ag Borkin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-10-31,TRUE,2023-11-29,7,Employee Referral,Gabriele Bemand,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-16,FALSE,2023-11-29,6,Employee Referral,Dierdre Haggart,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
73500,2022-11-10,FALSE,2023-11-29,25,Advertisement,Ethelin Pifford,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-24,TRUE,2023-11-29,17,Other,Harmon Huetson,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-10-21,FALSE,2023-11-29,15,Other,West,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-11-02,FALSE,2023-11-29,6,Purchased List,Jenda Pordal,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,New
30000,2022-11-06,FALSE,2023-11-29,5,Other,Noam Ricart,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-26,FALSE,2023-11-29,19,Advertisement,Simpson,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing
14500,2022-10-18,TRUE,2023-11-29,6,Other,Carola Kynd,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-15,FALSE,2023-11-29,7,Employee Referral,Demetre Tivenan,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-10-29,FALSE,2023-11-29,11,Other,Marianna Tume,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
,2022-11-07,TRUE,2023-11-29,19,Advertisement,Aldus Bourdice,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working  - Contacted
,2022-10-31,FALSE,2023-11-29,21,Employee Referral,Carola Lampke,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-10-27,FALSE,2023-11-29,11,Other,Gustav Cranmere,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing - Contacted
,2022-10-17,FALSE,2023-11-29,13,Purchased List,Traci Gellately,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
44000,2022-10-24,TRUE,2023-11-29,8,Other,Milo Scobbie,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-29,FALSE,2023-11-29,20,Trade Show,Darcee Fayer,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-11-08,FALSE,2023-11-29,9,Advertisement,Magnum Hammell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-10-20,FALSE,2023-11-29,20,Other,Kelly Autie,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
,2022-11-06,TRUE,2023-11-29,12,Employee Referral,Alayne Antoniewicz,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-25,FALSE,2023-11-29,5,Employee Referral,Raffaello Dunning,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-11-09,FALSE,2023-11-29,19,Other,Bing Flores,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
105000,2022-11-02,FALSE,2023-11-29,7,Employee Referral,Tracy Guilaem,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
33000,2022-10-14,FALSE,2023-11-29,9,Employee Referral,Nonie Lamerton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
15500,2022-11-01,TRUE,2023-11-29,6,Purchased List,Carrey,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-22,FALSE,2023-11-29,14,Other,Clea Cerro,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
33000,2022-11-10,FALSE,2023-11-29,10,Advertisement,Web Casement,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working
80000,2022-11-03,FALSE,2023-11-29,9,Other,Nicolis Varnam,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing
,2022-10-18,TRUE,2023-11-29,11,Employee Referral,Hadrian Selcraig,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-11-05,FALSE,2023-11-29,10,Advertisement,Viviana Danilovitch,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-10-21,FALSE,2023-11-29,9,Other,Saloma Juschka,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-29,TRUE,2023-11-29,6,Employee Referral,Olly Woonton,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,23,Other,Lincoln,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-10-21,FALSE,2023-11-29,8,Other,Cecile Szepe,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-10-30,FALSE,2023-11-29,21,Trade Show,Jedidiah Crow,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
57000,2022-10-26,FALSE,2023-11-29,13,Employee Referral,Lucretia Flaunders,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working
,2022-11-07,TRUE,2023-11-29,14,Purchased List,Rebbecca Chmarny,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Qualified
,2022-10-16,FALSE,2023-11-29,14,Advertisement,Putnam Le Noir,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
46000,2022-10-20,FALSE,2023-11-29,17,Employee Referral,Nevile Greengrass,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-29,FALSE,2023-11-29,12,Advertisement,Heffner,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-11-04,TRUE,2023-11-29,24,Other,Karalynn Guisot,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing
99000,2022-10-23,FALSE,2023-11-29,6,Other,Lexy Towns,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-10-18,FALSE,2023-11-29,6,Other,Whitman Ryson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
22500,2022-11-08,FALSE,2023-11-29,6,Other,Lesli Slides,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
,2022-10-29,TRUE,2023-11-29,7,Employee Referral,Thorvald Bevis,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
55000,2022-10-25,FALSE,2023-11-29,6,Purchased List,Andrea Bedell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-10-20,FALSE,2023-11-29,18,Advertisement,Pennie Sollas,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working
,2022-10-21,FALSE,2023-11-29,9,Employee Referral,Fax Fairlamb,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-10-30,TRUE,2023-11-29,13,Other,Agnes Byrcher,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-08,FALSE,2023-11-29,23,Employee Referral,John Steele (Sample),G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-10-14,FALSE,2023-11-29,18,Other,Woodie Camelin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
52000,2022-10-27,TRUE,2023-11-29,11,Advertisement,Depp,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing - Contacted
,2022-10-29,FALSE,2023-11-29,21,Trade Show,Alyssa Bransden,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Working  - Contacted
,2022-11-04,FALSE,2023-11-29,24,Other,Clevie Goodfield,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
